1.000000000000000000e+00	2.499420169069353215e-01
9.998025422080134561e-01	2.545074904307280117e-01
9.998025422080134561e-01	2.545074904307280117e-01
9.996050844160268012e-01	2.590729639545207297e-01
9.996050844160268012e-01	2.590729639545207297e-01
9.994076266240402573e-01	2.636384374783134477e-01
9.994076266240402573e-01	2.636384374783134477e-01
9.992101688320537134e-01	2.682039110021061101e-01
9.992101688320537134e-01	2.682039110021061101e-01
9.990127110400671695e-01	2.727693845258988281e-01
9.990127110400671695e-01	2.727693845258988281e-01
9.958705362400470662e-01	2.785281121560734818e-01
9.958705362400470662e-01	2.785281121560734818e-01
9.927283614400270739e-01	2.842868397862481356e-01
9.927283614400270739e-01	2.842868397862481356e-01
9.895861866400070816e-01	2.900455674164227338e-01
9.895861866400070816e-01	2.900455674164227338e-01
9.864440118399870894e-01	2.958042950465973875e-01
9.864440118399870894e-01	2.958042950465973875e-01
9.833018370399669861e-01	3.015630226767719857e-01
9.833018370399669861e-01	3.015630226767719857e-01
9.847009245461594285e-01	3.129310823447972179e-01
9.847009245461594285e-01	3.129310823447972179e-01
9.861000120523519819e-01	3.242991420128224500e-01
9.861000120523519819e-01	3.242991420128224500e-01
9.874990995585445352e-01	3.356672016808476822e-01
9.874990995585445352e-01	3.356672016808476822e-01
9.888981870647370886e-01	3.470352613488728588e-01
9.888981870647370886e-01	3.470352613488728588e-01
9.902972745709295310e-01	3.584033210168980910e-01
9.902972745709295310e-01	3.584033210168980910e-01
9.903425394609461918e-01	3.714982217292023825e-01
9.903425394609461918e-01	3.714982217292023825e-01
9.903878043509629636e-01	3.845931224415067295e-01
9.903878043509629636e-01	3.845931224415067295e-01
9.904330692409796244e-01	3.976880231538110766e-01
9.904330692409796244e-01	3.976880231538110766e-01
9.904783341309962852e-01	4.107829238661154236e-01
9.904783341309962852e-01	4.107829238661154236e-01
9.905235990210129460e-01	4.238778245784197152e-01
9.905688639110297178e-01	4.369727252907240622e-01
9.905688639110297178e-01	4.369727252907240622e-01
9.870287507627966139e-01	4.511444499930256646e-01
9.870287507627966139e-01	4.511444499930256646e-01
9.834886376145636211e-01	4.653161746953273226e-01
9.834886376145636211e-01	4.653161746953273226e-01
9.799485244663304062e-01	4.794878993976288695e-01
9.799485244663304062e-01	4.794878993976288695e-01
9.764084113180974134e-01	4.936596240999304719e-01
9.764084113180974134e-01	4.936596240999304719e-01
9.728682981698643095e-01	5.078313488022321298e-01
9.728682981698643095e-01	5.078313488022321298e-01
9.652952415347691995e-01	5.239355352757155693e-01
9.652952415347691995e-01	5.239355352757155693e-01
9.577221848996740894e-01	5.400397217491990087e-01
9.577221848996740894e-01	5.400397217491990087e-01
9.501491282645787573e-01	5.561439082226824482e-01
9.501491282645787573e-01	5.561439082226824482e-01
9.425760716294836472e-01	5.722480946961658876e-01
9.425760716294836472e-01	5.722480946961658876e-01
9.350030149943885371e-01	5.883522811696493271e-01
9.350030149943885371e-01	5.883522811696493271e-01
9.321233701447833031e-01	6.009087315585577294e-01
9.321233701447833031e-01	6.009087315585577294e-01
9.292437252951780691e-01	6.134651819474660206e-01
9.292437252951780691e-01	6.134651819474660206e-01
9.263640804455727240e-01	6.260216323363745339e-01
9.263640804455727240e-01	6.260216323363745339e-01
9.234844355959674900e-01	6.385780827252828251e-01
9.234844355959674900e-01	6.385780827252828251e-01
9.206047907463622559e-01	6.511345331141912274e-01
9.206047907463622559e-01	6.511345331141912274e-01
9.178300202775974137e-01	6.556938339832594220e-01
9.178300202775974137e-01	6.556938339832594220e-01
9.150552498088324604e-01	6.602531348523276167e-01
9.150552498088324604e-01	6.602531348523276167e-01
9.122804793400675072e-01	6.648124357213958113e-01
9.122804793400675072e-01	6.648124357213958113e-01
9.095057088713025539e-01	6.693717365904640060e-01
9.095057088713025539e-01	6.693717365904640060e-01
9.067309384025376007e-01	6.739310374595322006e-01
9.067309384025376007e-01	6.739310374595322006e-01
8.961051023055605080e-01	6.703573668095443860e-01
8.961051023055605080e-01	6.703573668095443860e-01
8.854792662085833044e-01	6.667836961595566825e-01
8.854792662085833044e-01	6.667836961595566825e-01
8.748534301116062117e-01	6.632100255095687569e-01
8.748534301116062117e-01	6.632100255095687569e-01
8.642275940146290081e-01	6.596363548595809423e-01
8.642275940146290081e-01	6.596363548595809423e-01
8.536017579176518044e-01	6.560626842095932387e-01
8.536017579176518044e-01	6.560626842095932387e-01
8.385817433498651274e-01	6.515346810065122396e-01
8.385817433498651274e-01	6.515346810065122396e-01
8.235617287820784505e-01	6.470066778034314625e-01
8.235617287820784505e-01	6.470066778034314625e-01
8.085417142142915514e-01	6.424786746003505744e-01
8.085417142142915514e-01	6.424786746003505744e-01
7.935216996465048744e-01	6.379506713972697973e-01
7.935216996465048744e-01	6.379506713972697973e-01
7.785016850787181975e-01	6.334226681941889092e-01
7.785016850787181975e-01	6.334226681941889092e-01
7.647021015283190781e-01	6.314622542085791546e-01
7.647021015283190781e-01	6.314622542085791546e-01
7.509025179779200698e-01	6.295018402229695109e-01
7.509025179779200698e-01	6.295018402229695109e-01
7.371029344275209505e-01	6.275414262373597563e-01
7.371029344275209505e-01	6.275414262373597563e-01
7.233033508771219422e-01	6.255810122517501126e-01
7.233033508771219422e-01	6.255810122517501126e-01
7.095037673267229339e-01	6.236205982661404690e-01
7.095037673267229339e-01	6.236205982661404690e-01
6.956372267483504901e-01	6.251207111543224393e-01
6.956372267483504901e-01	6.251207111543224393e-01
6.817706861699780463e-01	6.266208240425044096e-01
6.817706861699780463e-01	6.266208240425044096e-01
6.679041455916054915e-01	6.281209369306864909e-01
6.679041455916054915e-01	6.281209369306864909e-01
6.540376050132330477e-01	6.296210498188685722e-01
6.540376050132330477e-01	6.296210498188685722e-01
6.401710644348607149e-01	6.311211627070505426e-01
6.401710644348607149e-01	6.311211627070505426e-01
6.298971027633499808e-01	6.382283255671497013e-01
6.298971027633499808e-01	6.382283255671497013e-01
6.196231410918393578e-01	6.453354884272487491e-01
6.196231410918393578e-01	6.453354884272487491e-01
6.093491794203286238e-01	6.524426512873477968e-01
6.093491794203286238e-01	6.524426512873477968e-01
5.990752177488178898e-01	6.595498141474468445e-01
5.990752177488178898e-01	6.595498141474468445e-01
5.888012560773072668e-01	6.666569770075460033e-01
5.888012560773072668e-01	6.666569770075460033e-01
5.880158367430176058e-01	6.735375781116749172e-01
5.880158367430176058e-01	6.735375781116749172e-01
5.872304174087279449e-01	6.804181792158036091e-01
5.872304174087279449e-01	6.804181792158036091e-01
5.864449980744382840e-01	6.872987803199325230e-01
5.864449980744382840e-01	6.872987803199325230e-01
5.856595787401485120e-01	6.941793814240613258e-01
5.848741594058589621e-01	7.010599825281901287e-01
5.848741594058589621e-01	7.010599825281901287e-01
5.775933513336037883e-01	7.008447525079373186e-01
5.775933513336037883e-01	7.008447525079373186e-01
5.703125432613486145e-01	7.006295224876843974e-01
5.703125432613486145e-01	7.006295224876843974e-01
5.630317351890935518e-01	7.004142924674315873e-01
5.630317351890935518e-01	7.004142924674315873e-01
5.557509271168383780e-01	7.001990624471786662e-01
5.557509271168383780e-01	7.001990624471786662e-01
5.484701190445832042e-01	6.999838324269258560e-01
5.484701190445832042e-01	6.999838324269258560e-01
5.445267730026086550e-01	7.007395617148960421e-01
5.445267730026086550e-01	7.007395617148960421e-01
5.405834269606339948e-01	7.014952910028663391e-01
5.405834269606339948e-01	7.014952910028663391e-01
5.366400809186595566e-01	7.022510202908364141e-01
5.366400809186595566e-01	7.022510202908364141e-01
5.326967348766850074e-01	7.030067495788066001e-01
5.326967348766850074e-01	7.030067495788066001e-01
5.287533888347103472e-01	7.037624788667768971e-01
5.287533888347103472e-01	7.037624788667768971e-01
5.238350364028813155e-01	7.117812797953915194e-01
5.238350364028813155e-01	7.117812797953915194e-01
5.189166839710522838e-01	7.198000807240062526e-01
5.189166839710522838e-01	7.198000807240062526e-01
5.139983315392232521e-01	7.278188816526208749e-01
5.139983315392232521e-01	7.278188816526208749e-01
5.090799791073941094e-01	7.358376825812354971e-01
5.090799791073941094e-01	7.358376825812354971e-01
5.041616266755651887e-01	7.438564835098502304e-01
5.041616266755651887e-01	7.438564835098502304e-01
4.952627359041409383e-01	7.570575576877803803e-01
4.952627359041409383e-01	7.570575576877803803e-01
4.863638451327167433e-01	7.702586318657105302e-01
4.863638451327167433e-01	7.702586318657105302e-01
4.774649543612925484e-01	7.834597060436407912e-01
4.774649543612925484e-01	7.834597060436407912e-01
4.685660635898683535e-01	7.966607802215709411e-01
4.685660635898683535e-01	7.966607802215709411e-01
4.596671728184441585e-01	8.098618543995010910e-01
4.596671728184441585e-01	8.098618543995010910e-01
4.561684581852279985e-01	8.122087575491671041e-01
4.561684581852279985e-01	8.122087575491671041e-01
4.526697435520118940e-01	8.145556606988330062e-01
4.526697435520118940e-01	8.145556606988330062e-01
4.491710289187957894e-01	8.169025638484989082e-01
4.491710289187957894e-01	8.169025638484989082e-01
4.456723142855796849e-01	8.192494669981648103e-01
4.456723142855796849e-01	8.192494669981648103e-01
4.421735996523635248e-01	8.215963701478308234e-01
4.421735996523635248e-01	8.215963701478308234e-01
4.403393531083151791e-01	8.165256878405382501e-01
4.403393531083151791e-01	8.165256878405382501e-01
